,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,LE_angle,RE_angle,Xbound,Ybound,frame_num,action
1095,[        853         354],[        857      340.25],[      841.5         338],[      844.5         344],[      799.5       332.5],[        831       438.5],[      758.5       402.5],[      827.5         558],[        813      314.75],[        846       644.5],[        850       204.5],[      826.5       636.5],[        764       635.5],[      830.5       794.5],[      763.5         804],[      827.5         942],[      734.5       968.5],166.25022318701068,193.29189790756047,"[700.0625, 917.6875]","[131.6875, 1036.1875]",1096,raise your right
1096,[      852.5       353.5],[        857         340],[        841       337.5],[      845.5         344],[        799       332.5],[        832      438.75],[      758.5       402.5],[      828.5       557.5],[      812.5      314.25],[        846         644],[        849       204.5],[        826       636.5],[      763.5         635],[      830.5         794],[      763.5         804],[      827.5         942],[        735       968.5],166.87451480967965,193.0665954466572,"[700.125, 917.5]","[131.5625, 1036.0625]",1097,raise your right
1097,[      851.5       353.5],[        856      339.75],[        840       337.5],[        846      343.75],[        798       332.5],[      832.5         439],[        758         403],[        829       557.5],[      811.5      314.75],[      846.5       643.5],[        849       204.5],[        826       636.5],[        763         635],[      830.5       794.5],[        763         804],[        827         942],[      734.5         969],166.80622678476462,192.4405761470629,"[699.75, 917.75]","[131.46875, 1035.96875]",1098,raise your right
1098,[        851       353.5],[      855.5      339.75],[        839       337.5],[        845         344],[      797.5      332.75],[        833       439.5],[      757.5      403.25],[        829         558],[        811       315.5],[      846.5         644],[      848.5         205],[        826         637],[      762.5         635],[      830.5         795],[        763       804.5],[      827.5         942],[      734.5       969.5],166.5647146581106,192.62461075295462,"[700.125, 917.75]","[131.75, 1036.25]",1099,raise your right
1099,[        850         353],[        855       339.5],[      838.5      337.25],[        845       343.5],[      796.5      332.75],[      832.5         439],[        757       403.5],[        829       556.5],[      810.5      316.25],[      846.5       642.5],[        848       205.5],[      825.5         636],[        762       634.5],[        830         794],[      762.5         804],[        827         942],[        734         969],166.7918370585821,192.80969082981386,"[699.875, 917.25]","[131.71875, 1036.21875]",1100,raise your right
1100,[        850      353.25],[      854.5       339.5],[        838       337.5],[        845       343.5],[        796         333],[        834         440],[      756.5         404],[      829.5         557],[        810         317],[      846.5       642.5],[      847.5      206.25],[        826       636.5],[        762         635],[        830       794.5],[      762.5         804],[      827.5         942],[      734.5         969],166.5519190327713,192.88300285820492,"[700.0, 917.625]","[132.53125, 1036.03125]",1101,raise your right
1101,[        850         353],[      854.5       339.5],[        838      337.25],[      844.5       343.5],[        796      332.75],[        834       439.5],[        756      404.25],[        830         557],[        810         317],[        847         643],[      847.5       206.5],[      825.5         636],[      761.5       634.5],[        830         794],[        762         804],[        827         942],[      734.5         969],166.86850411769643,193.00833592881904,"[699.9375, 917.9375]","[132.5625, 1036.0625]",1102,raise your right
1102,[      849.5         353],[      854.5         339],[      837.5      337.25],[        845       343.5],[      795.5         333],[        834         440],[      755.5       404.5],[        830         557],[        810      317.75],[      847.5         643],[        848         207],[      825.5         636],[        761       634.5],[        830         794],[        762         804],[        827         942],[      734.5         969],166.53994792379504,193.20089700531778,"[699.6875, 917.9375]","[132.84375, 1036.34375]",1103,raise your right
1103,[      849.5      352.75],[        854         339],[        837      337.25],[      844.5      343.25],[      795.5         333],[        834         440],[      755.5      405.25],[        829         557],[        810         318],[        847         643],[        848      206.75],[        825         636],[        761       634.5],[      829.5       793.5],[      761.5         804],[        827       941.5],[        734         969],165.73146301706913,193.13184042072427,"[699.9375, 916.9375]","[134.125, 1036.125]",1104,raise your right
1104,[        849         353],[        854         339],[        837       337.5],[        845         343],[      795.5         333],[        834         440],[      755.5       405.5],[      828.5       557.5],[        810      318.75],[      847.5       643.5],[        849       207.5],[        825         636],[      760.5         635],[        829         794],[      761.5         804],[      826.5         942],[        734         969],164.86177961988716,192.82004978723768,"[699.8125, 916.8125]","[135.625, 1036.125]",1105,raise your right
1105,[        849      353.25],[        854       339.5],[      836.5       337.5],[        846         343],[        795       332.5],[        834         440],[        755      405.75],[        828         557],[        810      319.25],[        847       642.5],[      849.5       207.5],[      824.5       636.5],[        760         635],[        829         794],[      761.5         804],[        827         942],[        734         969],164.53551884442732,192.98290800483278,"[699.875, 916.875]","[136.25, 1036.75]",1106,raise your right
1106,[        849         353],[      854.5      339.25],[        837         337],[      846.5         343],[      795.5         332],[        835         440],[      754.5         405],[        830         557],[        811         319],[        848         643],[      851.5         208],[        825         636],[      760.5       634.5],[      829.5       793.5],[      761.5       803.5],[      827.5         942],[      734.5         969],165.73146301706913,193.2587337858139,"[700.125, 917.125]","[137.1875, 1036.1875]",1107,raise your right
1107,[      849.5         353],[      854.5      339.25],[        837         337],[      846.5      342.75],[        796         332],[      835.5         440],[      754.5         405],[      830.5         557],[        812      318.75],[      848.5         643],[      852.5      209.25],[      825.5       635.5],[        760         634],[        830         793],[        762       803.5],[        828         942],[      734.5       969.5],165.73146301706913,193.3924977537511,"[700.125, 918.125]","[138.4375, 1035.9375]",1108,raise your right
1108,[      849.5       352.5],[      854.5         339],[        837       336.5],[        847       342.5],[      795.5         331],[        835       439.5],[      754.5      404.25],[        830       556.5],[        813         319],[      848.5         643],[      854.5       210.5],[      825.5         636],[      760.5       634.5],[        830         794],[      761.5         804],[        828         942],[      734.5         970],165.48081401084053,193.52729979452477,"[700.1875, 918.8125]","[140.0625, 1036.0625]",1109,raise your right
1109,[        849         352],[      854.5      338.25],[        836         336],[        848         342],[        794       331.5],[        835         439],[      754.5       404.5],[        830       556.5],[        814      320.75],[      848.5         643],[        857         213],[      825.5       636.5],[        760         635],[        830         794],[      761.5         804],[        828         942],[      734.5       969.5],165.491214406354,193.63625030486455,"[700.3125, 918.9375]","[143.125, 1035.125]",1110,raise your right
1110,[        849       351.5],[      854.5      337.75],[      835.5       335.5],[      848.5       341.5],[        792      331.75],[      835.5      439.25],[      753.5         405],[        830       556.5],[      814.5      324.25],[      848.5         643],[        860      217.25],[        826         637],[        760       635.5],[      829.5         795],[      761.5       804.5],[      828.5         942],[      734.5         970],165.242182840431,194.0312243466119,"[700.4375, 919.0625]","[145.9375, 1034.9375]",1111,raise your right
1111,[        849         352],[        854         338],[        836         336],[      847.5         341],[        792         332],[        835         439],[      752.5         406],[        830       556.5],[        815         329],[      848.5         643],[        867         222],[      825.5       637.5],[      759.5         637],[      829.5         795],[        761         805],[      828.5         942],[        735         970],165.491214406354,193.14694896940466,"[700.5625, 920.3125]","[150.6875, 1035.1875]",1112,raise your right
1112,[        846       351.5],[      851.5         337],[      832.5      336.25],[      847.5      337.75],[      789.5         333],[        835         439],[        751         408],[        830         558],[        817       335.5],[      848.5         644],[        875      227.75],[        826         639],[        760         639],[      829.5         796],[        761       806.5],[        828         943],[      734.5       971.5],165.45378152307646,194.02017224890946,"[700.5625, 921.3125]","[159.9375, 1037.4375]",1113,raise your right
1113,[        846         353],[        851         338],[        832         338],[      847.5       338.5],[      789.5         335],[      836.5      440.25],[      750.5      408.75],[      830.5         559],[      818.5       338.5],[      848.5         645],[        880      233.25],[      826.5         640],[      759.5         640],[        830       796.5],[        761         807],[        828         944],[        735         972],165.28602675339374,193.76887316896233,"[701.0625, 922.9375]","[168.09375, 1038.09375]",1114,raise your right
1114,[        845       353.5],[        850         340],[        832      339.75],[        844       340.5],[        791       336.5],[      835.5         440],[        750       409.5],[        831         558],[        821         343],[        849       644.5],[        888      240.25],[        826       640.5],[        760       641.5],[      829.5         797],[        760       807.5],[        828         944],[      734.5       972.5],166.06098701262425,193.76737623931467,"[700.9375, 924.9375]","[179.75, 1036.75]",1115,raise your right
1115,[      839.5         359],[      844.5         347],[        830      344.75],[        834         344],[      789.5       336.5],[        833       439.5],[        748       409.5],[      832.5       558.5],[        828         350],[      849.5         645],[      900.5       251.5],[        825       640.5],[        760         642],[      829.5       796.5],[      759.5         807],[      828.5       944.5],[        735         973],168.64052803789278,197.0053963913055,"[701.125, 928.5]","[194.0625, 1037.0625]",1116,raise your right
1116,[        842         352],[      846.5      340.25],[      831.5         339],[        838         341],[      790.5      337.25],[      832.5       439.5],[        748       410.5],[      831.5       558.5],[      832.5       361.5],[      849.5       644.5],[        907       268.5],[        825         641],[        760         643],[      829.5         796],[      758.5       807.5],[      828.5         945],[      734.5         974],167.6970458535544,201.19398623309684,"[700.625, 937.375]","[212.625, 1037.625]",1117,raise your right
1117,[        845         350],[        849       338.5],[        833       336.5],[        843         343],[        791       337.5],[      835.5       442.5],[        746         413],[        830         559],[      831.5       376.5],[        849         645],[        914         294],[        825         643],[        759         644],[        830       796.5],[      757.5         808],[        828         945],[        734         974],164.83880952218038,201.8823356747872,"[699.5, 949.0]","[235.9375, 1034.9375]",1118,raise your right
1118,[        844       349.5],[      849.5      337.75],[      831.5       335.5],[        844      343.25],[        792      336.75],[      838.5       440.5],[        747       413.5],[        831         555],[        833       386.5],[        848         642],[        918      324.75],[      827.5       643.5],[      759.5         644],[        830         795],[      757.5         806],[        828       944.5],[        734         971],165.19594204498574,198.5674393073314,"[697.75, 951.75]","[271.03125, 1033.03125]",1119,raise your right
1119,[        843       349.5],[      849.5         337],[      830.5         335],[        846      340.75],[      791.5       336.5],[      838.5         437],[      746.5         413],[        832         552],[      829.5       413.5],[        849       641.5],[      928.5      354.75],[      826.5       642.5],[        759         643],[        831         794],[      757.5         806],[        829         944],[        734         971],166.01010724126516,148.96849991030638,"[696.1875, 972.6875]","[273.96875, 1033.46875]",1120,stand
1120,[      842.5      349.25],[        848         337],[      830.5         335],[        843         341],[      791.5      336.75],[      831.5         430],[        747       413.5],[      831.5       549.5],[      830.5      439.25],[      849.5         642],[        936      393.75],[        825         642],[      760.5         644],[        830         795],[      757.5         806],[        829         944],[        734         970],168.98816982835564,139.53156260777152,"[696.5625, 990.3125]","[273.53125, 1033.03125]",1121,stand
1121,[      842.5         348],[        848      335.75],[      830.5      333.75],[        843         340],[        790      335.75],[      827.5       429.5],[      747.5       415.5],[        832         551],[        819      464.75],[        851       644.5],[      927.5      442.25],[      824.5         642],[        761       644.5],[      830.5         794],[        758         806],[      829.5         943],[      734.5       969.5],170.63450740273908,133.7249350387983,"[697.75, 998.25]","[272.90625, 1032.40625]",1122,stand
1122,[      842.5         348],[        848      335.25],[        830      333.75],[        843         340],[      788.5      335.75],[      832.5         434],[        749       419.5],[        836         552],[      812.5      490.75],[      852.5       644.5],[        924       490.5],[        826       645.5],[      761.5         647],[        831         795],[        758         807],[      829.5       942.5],[        735       969.5],171.58500082565422,131.5798560326135,"[698.625, 996.625]","[273.625, 1031.625]",1123,stand
1123,[      842.5         348],[      847.5         335],[        830      333.75],[      842.5       340.5],[      788.5       337.5],[        836      438.75],[      751.5       424.5],[        837       555.5],[      801.5         508],[        857         645],[      904.5       534.5],[        828         649],[      762.5         650],[        831       797.5],[      757.5         809],[        829       943.5],[      734.5         969],167.89417090478264,135.34150240391426,"[698.9375, 976.6875]","[273.59375, 1033.09375]",1124,stand
1124,[        844      346.25],[        849         333],[        827       333.5],[        850      342.75],[      788.5       337.5],[        836       439.5],[        752      430.75],[        841       558.5],[        789       524.5],[        861       647.5],[      888.5       570.5],[        830       653.5],[        764         655],[      832.5         800],[      758.5         813],[      827.5         941],[        734       971.5],169.74090675160292,136.34914343897887,"[699.84375, 947.21875]","[265.171875, 1033.671875]",1125,stand
1125,[        844      347.75],[        849         335],[        831       333.5],[      846.5      339.75],[        789      337.25],[      837.5       439.5],[      753.5         431],[        838         556],[      780.5       540.5],[        857       642.5],[        860       612.5],[        829       650.5],[      763.5       651.5],[        832         801],[        759         811],[      828.5         947],[        738       969.5],167.85743996996217,146.01730799749848,"[699.8125, 918.0625]","[272.0, 1035.5]",1126,stand
1126,[        845      348.75],[      850.5      335.75],[        832      334.25],[        848         340],[        790      337.25],[      840.5       441.5],[      751.5       435.5],[        848         559],[        770       552.5],[      864.5       648.5],[      827.5       641.5],[        832         654],[      765.5       655.5],[        833         803],[        760         813],[        829         948],[        738         970],173.20660072378124,156.12001446214313,"[699.875, 920.875]","[272.0625, 1035.5625]",1127,stand
1127,[      846.5         349],[      851.5      336.25],[      833.5      334.75],[      849.5      340.75],[      791.5      337.25],[        843      440.75],[      752.5      436.75],[        853       552.5],[      759.5       558.5],[        874       644.5],[      799.5         656],[        835         654],[      768.5         656],[      834.5         803],[        761         813],[      829.5         948],[        739         969],172.2554288719177,160.9843854741453,"[700.0, 920.375]","[273.03125, 1035.03125]",1128,stand
1128,[        847         349],[      852.5       336.5],[      834.5         335],[        851       341.5],[        793      337.75],[        845       442.5],[      751.5         438],[      860.5       553.5],[        750         562],[      884.5       642.5],[      775.5       664.5],[      837.5         657],[      769.5       658.5],[        835         804],[        762         814],[        830       948.5],[      739.5         969],172.85778649115207,165.33647780724786,"[699.9375, 916.9375]","[274.1875, 1035.1875]",1129,stand
1129,[        848      349.75],[      853.5      337.25],[      835.5       335.5],[      852.5      342.25],[      793.5         338],[      847.5      443.25],[      749.5      439.25],[      866.5         553],[      738.5         562],[        898         639],[        755         667],[      840.5         657],[      771.5         659],[      835.5         805],[        762         815],[        830         949],[      739.5       969.5],169.70501234421693,165.94863943732628,"[699.6875, 922.8125]","[274.09375, 1036.09375]",1130,stand
1130,[        848      350.75],[      853.5       338.5],[      835.5       336.5],[        853       343.5],[      793.5         338],[        849      442.75],[      747.5      437.75],[      873.5       549.5],[      728.5         559],[      915.5         634],[        737       666.5],[        843         657],[      773.5         659],[      836.5       804.5],[      761.5       815.5],[        830         950],[      739.5         971],166.4967196828616,166.57315839450968,"[699.3125, 943.9375]","[274.40625, 1036.40625]",1131,stand
1131,[      848.5         352],[      854.5         340],[      835.5      337.25],[      853.5       344.5],[        794      338.25],[        852         444],[      746.5       437.5],[      884.5       544.5],[        722         558],[      935.5         624],[      724.5         665],[      843.5       656.5],[        773         658],[        837         805],[        763         815],[      830.5         950],[      739.5       970.5],165.23977516844144,167.1688635676663,"[698.3125, 968.0625]","[275.1875, 1036.1875]",1132,stand
1132,[        849         353],[      855.5       340.5],[      836.5      337.75],[      853.5      345.25],[      795.5       338.5],[      851.5       442.5],[        746         435],[        893         536],[        718       553.5],[        955         609],[      717.5       661.5],[        843         652],[      773.5       653.5],[        838       799.5],[        763       812.5],[        831         948],[        738       970.5],163.59230845655688,166.9708490427017,"[691.34375, 995.34375]","[275.71875, 1035.21875]",1133,stand
1133,[        849         353],[      855.5      340.75],[      836.5         338],[      854.5         346],[      795.5      338.75],[      853.5      443.25],[        745       434.5],[        905         527],[      714.5         552],[        974         591],[        711         660],[      842.5         651],[        771       652.5],[        839         797],[        763       811.5],[      831.5         947],[        739         970],164.43545040920804,167.30478159128936,"[679.21875, 1019.71875]","[275.78125, 1035.28125]",1134,stand
1134,[        849      353.75],[        856      341.75],[      836.5       338.5],[      854.5         347],[        795      339.25],[      854.5      441.75],[        745         434],[        917         514],[        713         551],[      997.5         567],[      707.5         659],[        842         651],[      769.5         652],[      840.5       796.5],[        763         811],[      832.5         947],[        739         970],164.2218177293214,167.61877480221247,"[670.90625, 1043.15625]","[275.9375, 1035.4375]",1135,stand
1135,[        849      353.75],[        856         342],[        836       338.5],[        856       347.5],[        795      339.25],[        857      439.75],[        745         433],[        927      500.25],[        713       549.5],[     1015.5         539],[        707         656],[        842         650],[        769       651.5],[      840.5         796],[      762.5         810],[        832         948],[      738.5       970.5],162.80996939288994,167.8654189368445,"[670.4375, 1063.6875]","[275.84375, 1035.34375]",1136,stand
1136,[      848.5         354],[        856      342.25],[      835.5       338.5],[      856.5      348.25],[      794.5      339.25],[      860.5      437.75],[      745.5         432],[      933.5      486.25],[        713       548.5],[       1028       507.5],[      706.5         655],[        843         651],[      768.5         652],[      840.5       797.5],[        761         811],[      831.5       949.5],[        738         971],159.0737599474143,167.90508787760874,"[671.0, 1079.75]","[276.0, 1035.5]",1137,stand
1137,[      847.5      353.75],[      855.5         342],[      834.5       338.5],[        857      347.75],[      794.5      338.75],[      862.5         435],[        746         431],[        941      469.75],[      713.5         547],[       1038      476.25],[      708.5         655],[        844       651.5],[        769       652.5],[      840.5         798],[        760         812],[      831.5         950],[        738         972],159.95589444862628,166.9992832295664,"[676.625, 1089.875]","[276.25, 1035.75]",1138,stand
1138,[        847       353.5],[      855.5      341.75],[      833.5         338],[      858.5      348.25],[      794.5      338.75],[        864         432],[      746.5       430.5],[        945      452.75],[        714       545.5],[       1038         441],[        712       654.5],[        845         651],[        769         652],[      839.5         799],[        759       812.5],[        831         951],[      737.5         973],158.43054050860604,165.27042744002836,"[682.9375, 1093.4375]","[276.625, 1036.125]",1139,stand
1139,[      846.5         353],[      855.5       341.5],[      833.5         338],[        859         348],[        795         339],[        867       429.5],[        748       430.5],[        953       433.5],[      715.5         545],[       1041       403.5],[        716       654.5],[      845.5       651.5],[      768.5       652.5],[        840         800],[        758         814],[        831       951.5],[      737.5       973.5],158.5122892156928,163.8921661005494,"[687.625, 1091.125]","[277.625, 1037.125]",1140,stand
1140,[        847      352.75],[        856         341],[      833.5      337.25],[        860       348.5],[        795      339.25],[        868       427.5],[        749      430.75],[        952         420],[      717.5         545],[       1034      375.25],[        719         654],[        845       651.5],[      768.5         653],[      839.5         801],[      757.5         814],[      830.5       951.5],[      737.5       973.5],203.52053187166808,163.79744972898703,"[691.4375, 1083.1875]","[278.9375, 1036.9375]",1141,stand
1141,[      846.5         352],[      856.5         341],[      833.5      336.75],[        861      349.25],[      795.5      338.75],[        868       424.5],[      749.5       430.5],[        952       404.5],[      719.5         545],[       1028         348],[        722       653.5],[      845.5       650.5],[        768       652.5],[      839.5       800.5],[        757       814.5],[        830       951.5],[        738         974],203.2353917029564,163.99808656468463,"[693.9375, 1072.4375]","[279.65625, 1037.65625]",1142,raise your left
1142,[      846.5       351.5],[      856.5      340.75],[      833.5       336.5],[        861         349],[        796      338.75],[      866.5      422.75],[      750.5       430.5],[      945.5      393.75],[        721         545],[       1017         329],[      724.5       653.5],[      845.5         650],[      768.5       652.5],[        840         799],[        757         814],[      830.5         951],[      737.5         973],202.00620140268663,163.7047990191651,"[696.0625, 1060.8125]","[273.78125, 1037.28125]",1143,raise your left
1143,[      847.5       350.5],[      857.5       339.5],[        834         335],[      862.5       346.5],[      797.5      337.75],[      865.5         420],[        751       430.5],[        940       379.5],[      723.5         548],[     1004.5      306.25],[      727.5         655],[        846       651.5],[      768.5         653],[        843         800],[        757         814],[      832.5       951.5],[        735       975.5],200.10502310586057,164.68654521035,"[698.625, 1048.125]","[243.4375, 1042.4375]",1144,raise your left
1144,[        848       349.5],[        858      338.75],[        835      334.25],[        863         346],[        799       337.5],[        866         417],[        751       430.5],[        938       368.5],[        724         548],[      990.5         292],[        729       656.5],[      845.5         650],[      767.5         652],[      842.5       799.5],[      756.5         814],[      832.5         951],[        735         976],201.57453789166314,164.42032230860093,"[699.375, 1031.625]","[225.6875, 1040.6875]",1145,raise your left
1145,[        848       349.5],[        858      338.75],[      835.5      334.25],[        863         346],[      799.5       337.5],[        866         416],[        750         431],[      933.5      361.25],[        725         549],[        976       276.5],[        731         657],[      845.5         651],[        767         653],[      842.5         802],[        756         815],[      833.5         951],[        735         976],204.32149050767873,164.85811848246954,"[699.46875, 1009.21875]","[209.3125, 1042.8125]",1146,raise your left
1146,[      848.5      349.75],[      858.5         339],[        836       334.5],[        863      345.75],[        800       337.5],[        866         415],[        750         431],[        931      355.25],[        725         549],[      963.5         263],[        733         656],[        846       650.5],[        767         653],[        843         801],[        756       814.5],[      833.5       950.5],[        735         976],208.00228282489695,163.76210748970482,"[697.9375, 991.9375]","[192.8125, 1043.3125]",1147,raise your left
1147,[      848.5         350],[        859      338.75],[      835.5       334.5],[        863      345.25],[      799.5       336.5],[        865       414.5],[        750       430.5],[      926.5      352.75],[      726.5         548],[        950         256],[        734       655.5],[      846.5       649.5],[        768       652.5],[        843       800.5],[      756.5         814],[      833.5         949],[      735.5       974.5],211.23136520123936,164.69915442755,"[696.78125, 977.03125]","[183.5625, 1040.5625]",1148,raise your left
1148,[        849         350],[        859       338.5],[        836       334.5],[      863.5         345],[        800       335.5],[        864      413.75],[      750.5         430],[        923       351.5],[        727       547.5],[      938.5      254.25],[        735         655],[        847       648.5],[        769         652],[        843         800],[      757.5       813.5],[      833.5       948.5],[        736         974],214.40879808784365,164.43404080049615,"[697.34375, 962.84375]","[178.4375, 1040.4375]",1149,raise your left
1149,[      849.5       350.5],[      859.5       338.5],[      836.5         335],[      863.5       344.5],[        800       335.5],[      862.5       413.5],[      750.5         430],[      919.5      348.75],[      728.5       547.5],[        929      249.75],[        736         655],[        847         649],[      769.5       652.5],[      843.5         799],[        758       813.5],[      833.5         948],[        737       973.5],215.87645291268836,165.40415304839874,"[698.28125, 953.53125]","[176.9375, 1039.9375]",1150,raise your left
1150,[        850         351],[      859.5         339],[      836.5      335.25],[        863         344],[        800       335.5],[      861.5       412.5],[        751       429.5],[      917.5       348.5],[        729       547.5],[        923         249],[      736.5         655],[        847         649],[        770       652.5],[      843.5         799],[      758.5       813.5],[      833.5         948],[        737       973.5],218.02204154682892,165.44807621037387,"[698.859375, 947.109375]","[176.625, 1039.625]",1151,raise your left
1151,[        850         351],[      859.5         339],[        837       335.5],[        863       344.5],[      800.5         336],[        861         412],[        751       429.5],[        915      347.75],[        729       547.5],[        920      248.75],[      736.5         655],[        847       648.5],[      770.5       652.5],[        844       798.5],[      758.5       813.5],[        833       947.5],[      737.5       973.5],217.15467139579022,165.44807621037387,"[699.078125, 944.328125]","[176.6875, 1039.6875]",1152,raise your left
1152,[        850       351.5],[      859.5      339.25],[      837.5      335.75],[      862.5      344.25],[        801       336.5],[      860.5      411.75],[        751       429.5],[        914      346.75],[      729.5       547.5],[        918       247.5],[      736.5         655],[      846.5         648],[        770       652.5],[      843.5         797],[        759         813],[        833         947],[        737         973],217.14910712110768,165.94816225926533,"[699.046875, 943.046875]","[176.34375, 1039.34375]",1153,raise your left
1153,[        850         352],[      859.5       339.5],[      837.5      336.25],[        863       343.5],[      800.5       336.5],[        859       412.5],[        750       428.5],[        912         347],[        728         549],[        919       250.5],[      735.5       656.5],[      845.5       649.5],[        771       652.5],[      844.5         799],[      758.5         813],[        833       948.5],[        739         975],214.8295061632223,165.6624034343887,"[698.9375, 942.3125]","[176.5625, 1038.5625]",1154,raise your left
1154,[      850.5       351.5],[        860       339.5],[        838         336],[      861.5         344],[        801         336],[      859.5       410.5],[        751         429],[        912       345.5],[      729.5         547],[      917.5      246.75],[        737         654],[        846         647],[      770.5         651],[      843.5         797],[        759       812.5],[        833         947],[      737.5       972.5],215.73967985274615,165.66428891117505,"[699.0625, 942.4375]","[175.84375, 1038.84375]",1155,raise your left
1155,[        851       351.5],[        860       339.5],[      838.5         336],[      861.5         344],[        801       335.5],[      858.5         411],[        751      428.75],[        911      345.25],[      729.5       546.5],[      918.5      246.25],[        737         654],[        846       647.5],[      770.5       651.5],[      843.5         798],[        759       812.5],[        833         947],[      737.5       971.5],214.27431954880132,165.66142648260885,"[699.4375, 942.1875]","[175.6875, 1038.6875]",1156,raise your left
1156,[        851       351.5],[        860      339.25],[      838.5      335.75],[        861       343.5],[      801.5      335.25],[      858.5       410.5],[        751       428.5],[        911      345.25],[      729.5       546.5],[        919       246.5],[        738         654],[        846         647],[      770.5       651.5],[      843.5       797.5],[      759.5         812],[        833       946.5],[        738         971],214.18850708153948,165.15283255303288,"[699.546875, 942.921875]","[175.53125, 1038.53125]",1157,raise your left
1157,[        851       351.5],[      859.5      339.25],[      838.5      335.75],[      860.5       343.5],[        801         335],[        858       410.5],[      750.5       428.5],[      910.5         346],[        730         547],[        919      247.25],[        738         654],[      845.5         647],[        770       651.5],[      843.5       797.5],[      759.5         812],[        833       946.5],[        738         971],214.22432392522236,165.9093722153188,"[699.578125, 943.578125]","[175.5625, 1038.5625]",1158,raise your left
1158,[        851       351.5],[      859.5      339.25],[      838.5      335.75],[        860       343.5],[        801      335.25],[      857.5       410.5],[      750.5       428.5],[      910.5         346],[        730       546.5],[        920         248],[      738.5       653.5],[        845         647],[        770       651.5],[      843.5       797.5],[      759.5       812.5],[        833       946.5],[      737.5       971.5],213.87324867768848,165.60244340291896,"[699.203125, 944.453125]","[175.9375, 1038.9375]",1159,raise your left
1159,[        851       351.5],[      859.5      339.25],[      838.5         336],[      859.5      343.25],[        801      335.25],[        857       410.5],[        750       428.5],[      910.5      346.25],[        730       546.5],[      921.5       248.5],[        739         653],[      844.5         646],[      769.5         651],[      842.5         797],[        759         812],[      832.5       946.5],[      737.5         972],213.36303995875815,165.5498522420112,"[699.25, 945.125]","[176.78125, 1038.78125]",1160,raise your left
1160,[        851      351.75],[      859.5       339.5],[        839         336],[      859.5       343.5],[        801       335.5],[      856.5       410.5],[        750      428.75],[        910       346.5],[      730.5         547],[        923       248.5],[        739       653.5],[      843.5         646],[      768.5       650.5],[      841.5         797],[        759         812],[        833       946.5],[        737       971.5],212.33717137123216,166.07269173348593,"[698.921875, 946.546875]","[176.8125, 1038.8125]",1161,raise your left
1161,[        851         352],[        859      339.75],[      838.5       336.5],[      858.5         344],[      800.5       335.5],[        856       410.5],[      749.5         429],[      910.5      347.25],[      730.5         547],[        924      250.25],[      740.5         654],[        843       646.5],[        768         651],[      841.5         797],[      758.5         812],[      832.5       946.5],[        737       971.5],212.82690356709833,165.51368281138727,"[698.796875, 947.671875]","[178.25, 1038.25]",1162,raise your left
1162,[        851         352],[      859.5         340],[        839       336.5],[        859         344],[      800.5       335.5],[        856       410.5],[      749.5         429],[        911       347.5],[      730.5         547],[        925       250.5],[      740.5         654],[      842.5       646.5],[      767.5         651],[      840.5         797],[        758         812],[        832       946.5],[        737       971.5],212.9086953078664,165.51368281138727,"[698.5625, 948.9375]","[178.4375, 1038.4375]",1163,raise your left
1163,[        851         352],[      859.5         340],[        839       336.5],[        859         344],[      800.5       335.5],[        856       410.5],[        749      428.75],[        911      347.25],[      730.5         547],[        926         250],[      740.5         654],[      842.5       646.5],[      767.5         651],[      840.5         797],[        758         812],[        832         946],[      736.5       971.5],212.24078989817565,165.7690188312191,"[698.515625, 950.140625]","[178.5, 1038.5]",1164,raise your left
1164,[      851.5         352],[      859.5         340],[        839       336.5],[      858.5         344],[        801      335.75],[        856       410.5],[        749         429],[      911.5         347],[      730.5       547.5],[      927.5      249.75],[        741         654],[        842       646.5],[        767         651],[        840         797],[        758       811.5],[        832         946],[      736.5         971],211.81111329092153,165.49603301515467,"[698.4375, 951.9375]","[178.625, 1038.625]",1165,raise your left
1165,[      851.5         352],[      859.5         340],[      839.5       336.5],[        858         344],[        801       335.5],[        856         410],[        749      428.75],[      911.5      347.25],[      730.5         548],[        928      249.75],[        741       654.5],[      841.5         646],[        766       650.5],[        840       795.5],[      757.5         811],[        832       945.5],[        736         971],211.88633849702413,165.55095998949267,"[698.171875, 953.421875]","[179.1875, 1038.1875]",1166,raise your left
1166,[      851.5         352],[      859.5         340],[      839.5       336.5],[      857.5       343.5],[        801         335],[      855.5      409.75],[        749       428.5],[        912         347],[      730.5         548],[      929.5       249.5],[        741       654.5],[        841         646],[        766       650.5],[        840         796],[        757         811],[        832         945],[      736.5       970.5],211.82431075897682,165.56911936598422,"[698.078125, 955.078125]","[179.0625, 1038.0625]",1167,raise your left
1167,[      851.5         352],[      859.5         340],[      839.5       336.5],[        857       343.5],[        801         335],[      855.5         410],[        749       428.5],[        912      347.25],[        730         548],[        931       250.5],[        741       654.5],[      840.5       646.5],[      765.5         651],[      839.5         796],[        757       811.5],[        832       944.5],[        736       970.5],210.88932664006657,165.068867707891,"[697.984375, 956.984375]","[179.125, 1038.125]",1168,raise your left
